clip_id,group_id,audio_out,gender,ethnicity,age_group,avg_trait,extraversion,neuroticism,agreeableness,conscientiousness,openness,split_official,split_strict
-R2SZu3SYgM.002,-R2SZu3SYgM,output/preprocessing/preprocessed_full/-R2SZu3SYgM.002.wav,2,2,6,0.27185674404586024,0.3177570093457944,0.2604166666666667,0.1758241758241758,0.1941747572815534,0.4111111111111111,val,test
-R2SZu3SYgM.003,-R2SZu3SYgM,output/preprocessing/preprocessed_full/-R2SZu3SYgM.003.wav,2,2,6,0.29675666565184294,0.2616822429906542,0.3229166666666666,0.2967032967032966,0.2135922330097087,0.3888888888888889,val,test
-R2SZu3SYgM.004,-R2SZu3SYgM,output/preprocessing/preprocessed_full/-R2SZu3SYgM.004.wav,2,2,6,0.40346186598035344,0.3364485981308411,0.4270833333333333,0.3736263736263736,0.2912621359223301,0.5888888888888889,train,test
-RqxrwIxMvE.002,-RqxrwIxMvE,output/preprocessing/preprocessed_full/-RqxrwIxMvE.002.wav,2,2,5,0.5259743817691145,0.5981308411214954,0.4895833333333333,0.5164835164835165,0.5145631067961165,0.5111111111111111,val,test
-RqxrwIxMvE.004,-RqxrwIxMvE,output/preprocessing/preprocessed_full/-RqxrwIxMvE.004.wav,2,2,6,0.6635135981657395,0.6448598130841123,0.6354166666666666,0.6923076923076923,0.6116504854368932,0.7333333333333333,test,test
-Wqk9eex6bQ.000,-Wqk9eex6bQ,output/preprocessing/preprocessed_full/-Wqk9eex6bQ.000.wav,2,2,6,0.5232577746734811,0.4205607476635514,0.5208333333333334,0.5604395604395604,0.5922330097087379,0.5222222222222223,test,test
-Wqk9eex6bQ.001,-Wqk9eex6bQ,output/preprocessing/preprocessed_full/-Wqk9eex6bQ.001.wav,2,2,6,0.557041851448212,0.4112149532710281,0.6875,0.5164835164835165,0.5922330097087379,0.5777777777777777,val,test
-Wqk9eex6bQ.002,-Wqk9eex6bQ,output/preprocessing/preprocessed_full/-Wqk9eex6bQ.002.wav,2,2,6,0.4720960852403099,0.4112149532710281,0.4375,0.4945054945054945,0.5728155339805825,0.4444444444444445,train,test
-Wqk9eex6bQ.003,-Wqk9eex6bQ,output/preprocessing/preprocessed_full/-Wqk9eex6bQ.003.wav,2,2,6,0.47423171245725915,0.5046728971962617,0.40625,0.3846153846153846,0.5533980582524272,0.5222222222222223,train,test
-Wqk9eex6bQ.004,-Wqk9eex6bQ,output/preprocessing/preprocessed_full/-Wqk9eex6bQ.004.wav,2,2,6,0.41456960537874243,0.2897196261682243,0.3125,0.4395604395604395,0.6310679611650486,0.4,train,test
-Wqk9eex6bQ.005,-Wqk9eex6bQ,output/preprocessing/preprocessed_full/-Wqk9eex6bQ.005.wav,2,2,6,0.47669469244473783,0.3738317757009345,0.46875,0.4945054945054945,0.6019417475728155,0.4444444444444445,train,test
-agCXYgb7pI.000,-agCXYgb7pI,output/preprocessing/preprocessed_full/-agCXYgb7pI.000.wav,1,3,5,0.6107134427514838,0.4579439252336449,0.5520833333333334,0.6153846153846153,0.7281553398058251,0.7,val,test
-agCXYgb7pI.001,-agCXYgb7pI,output/preprocessing/preprocessed_full/-agCXYgb7pI.001.wav,1,3,5,0.5535830497422005,0.4018691588785047,0.5833333333333333,0.6043956043956044,0.6116504854368932,0.5666666666666667,val,test
-agCXYgb7pI.002,-agCXYgb7pI,output/preprocessing/preprocessed_full/-agCXYgb7pI.002.wav,1,2,5,0.5709335581067956,0.4766355140186916,0.59375,0.7252747252747254,0.5145631067961165,0.5444444444444444,test,test
-agCXYgb7pI.004,-agCXYgb7pI,output/preprocessing/preprocessed_full/-agCXYgb7pI.004.wav,1,3,5,0.534107150196888,0.4392523364485981,0.5416666666666666,0.6043956043956044,0.6407766990291262,0.4444444444444445,train,test
-m5QCnnp-vI.000,-m5QCnnp-vI,output/preprocessing/preprocessed_full/-m5QCnnp-vI.000.wav,2,2,5,0.5444960172327244,0.4672897196261683,0.5520833333333334,0.5164835164835165,0.6310679611650486,0.5555555555555556,test,test
-utrsarZeIY.001,-utrsarZeIY,output/preprocessing/preprocessed_full/-utrsarZeIY.001.wav,2,2,4,0.5480923138299965,0.5046728971962617,0.4583333333333333,0.5824175824175825,0.5728155339805825,0.6222222222222222,train,test
-utrsarZeIY.004,-utrsarZeIY,output/preprocessing/preprocessed_full/-utrsarZeIY.004.wav,2,2,4,0.44423713015855293,0.5233644859813085,0.3333333333333333,0.5164835164835165,0.4368932038834952,0.4111111111111111,train,test
-wO0oBNlEvY.005,-wO0oBNlEvY,output/preprocessing/preprocessed_full/-wO0oBNlEvY.005.wav,2,2,4,0.51673455972442,0.4485981308411215,0.5520833333333334,0.4725274725274725,0.4660194174757281,0.6444444444444444,val,test
-zNyDPzId4E.000,-zNyDPzId4E,output/preprocessing/preprocessed_full/-zNyDPzId4E.000.wav,1,1,3,0.5663747942240139,0.5700934579439253,0.5104166666666666,0.5714285714285714,0.4466019417475728,0.7333333333333333,val,test
-zNyDPzId4E.001,-zNyDPzId4E,output/preprocessing/preprocessed_full/-zNyDPzId4E.001.wav,1,1,3,0.3983651558369143,0.2897196261682243,0.4270833333333333,0.4615384615384615,0.2912621359223301,0.5222222222222223,train,test
-zNyDPzId4E.003,-zNyDPzId4E,output/preprocessing/preprocessed_full/-zNyDPzId4E.003.wav,1,1,3,0.5196879487977165,0.4859813084112149,0.53125,0.5164835164835165,0.3980582524271845,0.6666666666666666,train,test
0FVu7VKIg2s.000,0FVu7VKIg2s,output/preprocessing/preprocessed_full/0FVu7VKIg2s.000.wav,1,2,5,0.45661978189822766,0.3925233644859813,0.4895833333333333,0.4835164835164835,0.4174757281553398,0.5,train,test
0ObEtA6Q8vU.001,0ObEtA6Q8vU,output/preprocessing/preprocessed_full/0ObEtA6Q8vU.001.wav,2,2,5,0.6552024359866206,0.6822429906542057,0.7708333333333334,0.6153846153846153,0.5631067961165048,0.6444444444444444,test,test
0ObEtA6Q8vU.002,0ObEtA6Q8vU,output/preprocessing/preprocessed_full/0ObEtA6Q8vU.002.wav,2,2,4,0.712044873484398,0.6822429906542057,0.7083333333333334,0.7802197802197802,0.6116504854368932,0.7777777777777777,train,test
0ObEtA6Q8vU.003,0ObEtA6Q8vU,output/preprocessing/preprocessed_full/0ObEtA6Q8vU.003.wav,2,2,4,0.6073784054893981,0.5794392523364487,0.6354166666666666,0.5604395604395604,0.6504854368932039,0.611111111111111,train,test
0ObEtA6Q8vU.004,0ObEtA6Q8vU,output/preprocessing/preprocessed_full/0ObEtA6Q8vU.004.wav,2,2,4,0.6198782060699083,0.6261682242990655,0.6979166666666666,0.6593406593406592,0.5048543689320388,0.611111111111111,val,test
0ObEtA6Q8vU.005,0ObEtA6Q8vU,output/preprocessing/preprocessed_full/0ObEtA6Q8vU.005.wav,2,2,4,0.5886516331514516,0.5046728971962617,0.5208333333333334,0.7032967032967032,0.5922330097087379,0.6222222222222222,train,test
0SS47KwVOQ4.000,0SS47KwVOQ4,output/preprocessing/preprocessed_full/0SS47KwVOQ4.000.wav,2,2,6,0.5199263916350614,0.4392523364485981,0.46875,0.5494505494505494,0.6310679611650486,0.5111111111111111,val,test
0SS47KwVOQ4.001,0SS47KwVOQ4,output/preprocessing/preprocessed_full/0SS47KwVOQ4.001.wav,2,2,5,0.4370929824669276,0.308411214953271,0.5104166666666666,0.4395604395604395,0.5048543689320388,0.4222222222222222,test,test
0hWbtuRVUgM.001,0hWbtuRVUgM,output/preprocessing/preprocessed_full/0hWbtuRVUgM.001.wav,1,2,5,0.6433890028072724,0.5420560747663552,0.6145833333333333,0.7472527472527474,0.6019417475728155,0.711111111111111,train,test
0hWbtuRVUgM.005,0hWbtuRVUgM,output/preprocessing/preprocessed_full/0hWbtuRVUgM.005.wav,1,2,5,0.6401114671856891,0.588785046728972,0.7083333333333334,0.5934065934065933,0.7766990291262136,0.5333333333333333,train,test
0iXXdsO95O0.000,0iXXdsO95O0,output/preprocessing/preprocessed_full/0iXXdsO95O0.000.wav,2,2,3,0.5989301792482085,0.5607476635514019,0.5416666666666666,0.7472527472527474,0.6116504854368932,0.5333333333333333,train,test
0tse0Fsy_rg.000,0tse0Fsy_rg,output/preprocessing/preprocessed_full/0tse0Fsy_rg.000.wav,2,3,5,0.29244863660218434,0.2336448598130841,0.2604166666666667,0.3296703296703296,0.2718446601941747,0.3666666666666667,val,test
0tse0Fsy_rg.001,0tse0Fsy_rg,output/preprocessing/preprocessed_full/0tse0Fsy_rg.001.wav,2,3,5,0.34052376338035534,0.3177570093457944,0.4375,0.3296703296703296,0.2621359223300971,0.3555555555555556,train,test
0tse0Fsy_rg.002,0tse0Fsy_rg,output/preprocessing/preprocessed_full/0tse0Fsy_rg.002.wav,2,3,5,0.3456589967992064,0.3271028037383178,0.2604166666666667,0.4175824175824176,0.3009708737864077,0.4222222222222222,train,test
0tse0Fsy_rg.003,0tse0Fsy_rg,output/preprocessing/preprocessed_full/0tse0Fsy_rg.003.wav,2,3,5,0.35784954054303475,0.3925233644859813,0.3749999999999999,0.3846153846153846,0.2815533980582524,0.3555555555555556,val,test
0tse0Fsy_rg.004,0tse0Fsy_rg,output/preprocessing/preprocessed_full/0tse0Fsy_rg.004.wav,2,3,5,0.30116156438053265,0.2990654205607476,0.2604166666666667,0.2967032967032966,0.2718446601941747,0.3777777777777778,train,test
176vWywoq9E.000,176vWywoq9E,output/preprocessing/preprocessed_full/176vWywoq9E.000.wav,1,3,6,0.47109974503110336,0.3925233644859813,0.5625,0.5494505494505494,0.2621359223300971,0.5888888888888889,train,test
176vWywoq9E.001,176vWywoq9E,output/preprocessing/preprocessed_full/176vWywoq9E.001.wav,1,3,6,0.5589327917820114,0.5700934579439253,0.5520833333333334,0.6703296703296703,0.4466019417475728,0.5555555555555556,train,test
176vWywoq9E.002,176vWywoq9E,output/preprocessing/preprocessed_full/176vWywoq9E.002.wav,1,3,6,0.3677035309935001,0.3457943925233645,0.3645833333333333,0.4285714285714285,0.3106796116504854,0.3888888888888889,train,test
176vWywoq9E.003,176vWywoq9E,output/preprocessing/preprocessed_full/176vWywoq9E.003.wav,1,3,6,0.4262823036031003,0.3644859813084112,0.3541666666666666,0.5604395604395604,0.3300970873786408,0.5222222222222223,val,test
176vWywoq9E.004,176vWywoq9E,output/preprocessing/preprocessed_full/176vWywoq9E.004.wav,1,3,6,0.5671584679497981,0.5607476635514019,0.6354166666666666,0.6373626373626373,0.3689320388349514,0.6333333333333333,train,test
1DCnIad1Y0w.001,1DCnIad1Y0w,output/preprocessing/preprocessed_full/1DCnIad1Y0w.001.wav,1,2,4,0.26385378191861264,0.205607476635514,0.1874999999999999,0.3736263736263736,0.174757281553398,0.3777777777777778,test,test
1DCnIad1Y0w.002,1DCnIad1Y0w,output/preprocessing/preprocessed_full/1DCnIad1Y0w.002.wav,1,2,3,0.2597088258025332,0.1495327102803738,0.1979166666666666,0.3626373626373627,0.3106796116504854,0.2777777777777778,train,test
1Lv72Si4GnY.000,1Lv72Si4GnY,output/preprocessing/preprocessed_full/1Lv72Si4GnY.000.wav,2,3,5,0.3143699755290128,0.4672897196261683,0.3229166666666666,0.2637362637362637,0.1067961165048543,0.4111111111111111,test,test
1Lv72Si4GnY.001,1Lv72Si4GnY,output/preprocessing/preprocessed_full/1Lv72Si4GnY.001.wav,2,3,6,0.40197818899184473,0.5233644859813085,0.3958333333333333,0.4395604395604395,0.1844660194174757,0.4666666666666667,train,test
1S0SxmfbOus.002,1S0SxmfbOus,output/preprocessing/preprocessed_full/1S0SxmfbOus.002.wav,2,2,3,0.5269115594781368,0.5981308411214954,0.4270833333333333,0.6153846153846153,0.3495145631067961,0.6444444444444444,train,test
1S0SxmfbOus.003,1S0SxmfbOus,output/preprocessing/preprocessed_full/1S0SxmfbOus.003.wav,2,2,3,0.5471594482904708,0.6261682242990655,0.5416666666666666,0.5824175824175825,0.4077669902912622,0.5777777777777777,val,test
1XkKu4LBvog.004,1XkKu4LBvog,output/preprocessing/preprocessed_full/1XkKu4LBvog.004.wav,1,2,4,0.5617995285169316,0.4018691588785047,0.5208333333333334,0.6703296703296703,0.5048543689320388,0.711111111111111,val,test
1XkKu4LBvog.005,1XkKu4LBvog,output/preprocessing/preprocessed_full/1XkKu4LBvog.005.wav,1,2,4,0.4953966115748168,0.4112149532710281,0.5,0.5274725274725275,0.4271844660194174,0.611111111111111,val,test
1XqMZQu_pP4.001,1XqMZQu_pP4,output/preprocessing/preprocessed_full/1XqMZQu_pP4.001.wav,2,3,5,0.549051859896951,0.5514018691588786,0.5729166666666666,0.4065934065934066,0.6699029126213591,0.5444444444444444,val,test
1XqMZQu_pP4.002,1XqMZQu_pP4,output/preprocessing/preprocessed_full/1XqMZQu_pP4.002.wav,2,3,5,0.46116011568103027,0.3364485981308411,0.4583333333333333,0.5714285714285714,0.4951456310679611,0.4444444444444445,train,test
1XqMZQu_pP4.003,1XqMZQu_pP4,output/preprocessing/preprocessed_full/1XqMZQu_pP4.003.wav,2,3,5,0.4431838101231758,0.3738317757009345,0.3645833333333333,0.4615384615384615,0.5048543689320388,0.5111111111111111,val,test
1XqMZQu_pP4.004,1XqMZQu_pP4,output/preprocessing/preprocessed_full/1XqMZQu_pP4.004.wav,2,3,5,0.5406497550907088,0.4579439252336449,0.4895833333333333,0.5384615384615384,0.5728155339805825,0.6444444444444444,test,test
1cqwKxx6GF8.001,1cqwKxx6GF8,output/preprocessing/preprocessed_full/1cqwKxx6GF8.001.wav,1,2,5,0.4379634975641464,0.3457943925233645,0.3645833333333333,0.5494505494505494,0.4077669902912622,0.5222222222222223,train,test
1cqwKxx6GF8.004,1cqwKxx6GF8,output/preprocessing/preprocessed_full/1cqwKxx6GF8.004.wav,1,2,4,0.5045859304952172,0.5233644859813085,0.5104166666666666,0.5494505494505494,0.4174757281553398,0.5222222222222223,train,test
1cqwKxx6GF8.005,1cqwKxx6GF8,output/preprocessing/preprocessed_full/1cqwKxx6GF8.005.wav,1,2,4,0.5144200625036076,0.4112149532710281,0.4479166666666667,0.6483516483516484,0.4757281553398058,0.5888888888888889,train,test
1jC4vsQsjwM.000,1jC4vsQsjwM,output/preprocessing/preprocessed_full/1jC4vsQsjwM.000.wav,1,2,4,0.514134182755111,0.4485981308411215,0.5520833333333334,0.5164835164835165,0.4757281553398058,0.5777777777777777,val,test
1jC4vsQsjwM.002,1jC4vsQsjwM,output/preprocessing/preprocessed_full/1jC4vsQsjwM.002.wav,1,2,4,0.6132496545611282,0.5420560747663552,0.65625,0.6813186813186812,0.6310679611650486,0.5555555555555556,train,test
1jC4vsQsjwM.004,1jC4vsQsjwM,output/preprocessing/preprocessed_full/1jC4vsQsjwM.004.wav,1,2,4,0.5854240079351231,0.588785046728972,0.625,0.6153846153846153,0.4757281553398058,0.6222222222222222,train,test
1jC4vsQsjwM.005,1jC4vsQsjwM,output/preprocessing/preprocessed_full/1jC4vsQsjwM.005.wav,1,2,4,0.496068384654493,0.5327102803738318,0.4791666666666667,0.5274725274725275,0.4854368932038835,0.4555555555555555,train,test
1m4WjLRKTwc.000,1m4WjLRKTwc,output/preprocessing/preprocessed_full/1m4WjLRKTwc.000.wav,2,2,3,0.5667863248694163,0.6728971962616823,0.4895833333333333,0.6373626373626373,0.4563106796116505,0.5777777777777777,val,test
1m67onLoRwY.000,1m67onLoRwY,output/preprocessing/preprocessed_full/1m67onLoRwY.000.wav,2,3,6,0.45958791028759727,0.4205607476635514,0.46875,0.4175824175824176,0.4466019417475728,0.5444444444444444,train,test
1m67onLoRwY.001,1m67onLoRwY,output/preprocessing/preprocessed_full/1m67onLoRwY.001.wav,2,3,6,0.45577376202319486,0.3271028037383178,0.4583333333333333,0.4065934065934066,0.4757281553398058,0.611111111111111,val,test
1m67onLoRwY.003,1m67onLoRwY,output/preprocessing/preprocessed_full/1m67onLoRwY.003.wav,2,3,6,0.3435814070241527,0.2242990654205607,0.2708333333333333,0.4065934065934066,0.3495145631067961,0.4666666666666667,train,test
1mODTfLRGdI.000,1mODTfLRGdI,output/preprocessing/preprocessed_full/1mODTfLRGdI.000.wav,2,2,4,0.43423570306282855,0.5140186915887851,0.40625,0.5054945054945055,0.3009708737864077,0.4444444444444445,train,test
1mODTfLRGdI.001,1mODTfLRGdI,output/preprocessing/preprocessed_full/1mODTfLRGdI.001.wav,2,2,3,0.3994453684214142,0.6168224299065421,0.5416666666666666,0.2417582417582417,0.174757281553398,0.4222222222222222,train,test
1mODTfLRGdI.002,1mODTfLRGdI,output/preprocessing/preprocessed_full/1mODTfLRGdI.002.wav,2,2,3,0.5981421081841869,0.7289719626168225,0.65625,0.5934065934065933,0.3009708737864077,0.711111111111111,val,test
1mODTfLRGdI.003,1mODTfLRGdI,output/preprocessing/preprocessed_full/1mODTfLRGdI.003.wav,2,2,3,0.6382987431919017,0.6261682242990655,0.6458333333333333,0.6923076923076923,0.4271844660194174,0.7999999999999999,train,test
1pMNczHCXPc.000,1pMNczHCXPc,output/preprocessing/preprocessed_full/1pMNczHCXPc.000.wav,2,2,5,0.44946438306977277,0.4112149532710281,0.3749999999999999,0.4615384615384615,0.3106796116504854,0.6888888888888889,val,test
1wWMWbl6ILg.004,1wWMWbl6ILg,output/preprocessing/preprocessed_full/1wWMWbl6ILg.004.wav,2,2,4,0.5458924475019884,0.6168224299065421,0.53125,0.6263736263736264,0.3883495145631068,0.5666666666666667,train,test
1yIGI42lzak.000,1yIGI42lzak,output/preprocessing/preprocessed_full/1yIGI42lzak.000.wav,2,2,7,0.45774662623768875,0.3551401869158878,0.5,0.5494505494505494,0.4174757281553398,0.4666666666666667,test,test
1yIGI42lzak.001,1yIGI42lzak,output/preprocessing/preprocessed_full/1yIGI42lzak.001.wav,2,2,6,0.454464433063131,0.2710280373831776,0.4270833333333333,0.5054945054945055,0.5242718446601942,0.5444444444444444,train,test
1yIGI42lzak.002,1yIGI42lzak,output/preprocessing/preprocessed_full/1yIGI42lzak.002.wav,2,2,6,0.42043690165151465,0.4112149532710281,0.3437499999999999,0.4395604395604395,0.4854368932038835,0.4222222222222222,train,test
1yIGI42lzak.003,1yIGI42lzak,output/preprocessing/preprocessed_full/1yIGI42lzak.003.wav,2,2,6,0.4753575138604854,0.4859813084112149,0.46875,0.4615384615384615,0.4271844660194174,0.5333333333333333,train,test
1yIGI42lzak.004,1yIGI42lzak,output/preprocessing/preprocessed_full/1yIGI42lzak.004.wav,2,2,6,0.44945023868851114,0.3644859813084112,0.4583333333333333,0.6263736263736264,0.3980582524271845,0.4,val,test
1yIGI42lzak.005,1yIGI42lzak,output/preprocessing/preprocessed_full/1yIGI42lzak.005.wav,2,2,6,0.3955184027351934,0.3551401869158878,0.2604166666666667,0.4945054945054945,0.3786407766990291,0.4888888888888889,train,test
2IwWILRuuNU.003,2IwWILRuuNU,output/preprocessing/preprocessed_full/2IwWILRuuNU.003.wav,2,2,4,0.5738441460796511,0.5607476635514019,0.4791666666666667,0.5274725274725275,0.6796116504854369,0.6222222222222222,train,test
2IwWILRuuNU.004,2IwWILRuuNU,output/preprocessing/preprocessed_full/2IwWILRuuNU.004.wav,2,2,4,0.6744748208797523,0.6355140186915887,0.6145833333333333,0.7912087912087912,0.6310679611650486,0.7,train,test
2IwWILRuuNU.005,2IwWILRuuNU,output/preprocessing/preprocessed_full/2IwWILRuuNU.005.wav,2,2,4,0.6228875944902168,0.6074766355140188,0.6875,0.5494505494505494,0.5922330097087379,0.6777777777777777,train,test
2P1FbMJLUAs.000,2P1FbMJLUAs,output/preprocessing/preprocessed_full/2P1FbMJLUAs.000.wav,1,2,3,0.4957723910142021,0.5233644859813085,0.5,0.4615384615384615,0.3495145631067961,0.6444444444444444,train,test
2P1FbMJLUAs.003,2P1FbMJLUAs,output/preprocessing/preprocessed_full/2P1FbMJLUAs.003.wav,1,2,3,0.4918255159231477,0.4859813084112149,0.5,0.4945054945054945,0.3786407766990291,0.6,train,test
2P1FbMJLUAs.005,2P1FbMJLUAs,output/preprocessing/preprocessed_full/2P1FbMJLUAs.005.wav,1,2,3,0.520895494188639,0.5140186915887851,0.5729166666666666,0.6153846153846153,0.4466019417475728,0.4555555555555555,train,test
2WuhWF4fAOQ.000,2WuhWF4fAOQ,output/preprocessing/preprocessed_full/2WuhWF4fAOQ.000.wav,2,3,4,0.47890924601817436,0.5700934579439253,0.4791666666666667,0.5164835164835165,0.2621359223300971,0.5666666666666667,val,test
2WuhWF4fAOQ.001,2WuhWF4fAOQ,output/preprocessing/preprocessed_full/2WuhWF4fAOQ.001.wav,2,3,4,0.32976214572712165,0.4018691588785047,0.25,0.3626373626373627,0.3009708737864077,0.3333333333333333,train,test
2WuhWF4fAOQ.002,2WuhWF4fAOQ,output/preprocessing/preprocessed_full/2WuhWF4fAOQ.002.wav,2,3,4,0.3351638883377156,0.3364485981308411,0.28125,0.3516483516483516,0.3398058252427184,0.3666666666666667,train,test
2WuhWF4fAOQ.003,2WuhWF4fAOQ,output/preprocessing/preprocessed_full/2WuhWF4fAOQ.003.wav,2,3,4,0.3856995102534301,0.2990654205607476,0.4479166666666667,0.3626373626373627,0.4077669902912622,0.4111111111111111,train,test
2WuhWF4fAOQ.004,2WuhWF4fAOQ,output/preprocessing/preprocessed_full/2WuhWF4fAOQ.004.wav,2,3,4,0.4346461438253244,0.4485981308411215,0.40625,0.5494505494505494,0.3689320388349514,0.4,train,test
2WuhWF4fAOQ.005,2WuhWF4fAOQ,output/preprocessing/preprocessed_full/2WuhWF4fAOQ.005.wav,2,3,4,0.47454530749876006,0.4485981308411215,0.3333333333333333,0.5274725274725275,0.4077669902912622,0.6555555555555556,val,test
2bAsXLQjlt8.000,2bAsXLQjlt8,output/preprocessing/preprocessed_full/2bAsXLQjlt8.000.wav,2,2,5,0.6581155223810156,0.663551401869159,0.5833333333333333,0.7472527472527474,0.5631067961165048,0.7333333333333333,test,test
2bAsXLQjlt8.001,2bAsXLQjlt8,output/preprocessing/preprocessed_full/2bAsXLQjlt8.001.wav,2,2,3,0.7496256601200572,0.8317757009345795,0.6979166666666666,0.7582417582417583,0.6601941747572816,0.7999999999999999,train,test
2bAsXLQjlt8.002,2bAsXLQjlt8,output/preprocessing/preprocessed_full/2bAsXLQjlt8.002.wav,2,2,3,0.6722081710418749,0.7196261682242993,0.6770833333333334,0.6373626373626373,0.5825242718446602,0.7444444444444444,train,test
2bAsXLQjlt8.003,2bAsXLQjlt8,output/preprocessing/preprocessed_full/2bAsXLQjlt8.003.wav,2,2,5,0.7955979449378415,0.7476635514018694,0.7916666666666667,0.8021978021978021,0.7475728155339806,0.888888888888889,test,test
2bAsXLQjlt8.004,2bAsXLQjlt8,output/preprocessing/preprocessed_full/2bAsXLQjlt8.004.wav,2,2,3,0.5830383672573582,0.4859813084112149,0.5625,0.5494505494505494,0.5728155339805825,0.7444444444444444,train,test
2bAsXLQjlt8.005,2bAsXLQjlt8,output/preprocessing/preprocessed_full/2bAsXLQjlt8.005.wav,2,2,3,0.700495286000231,0.7476635514018694,0.7500000000000001,0.6153846153846153,0.6116504854368932,0.7777777777777777,train,test
2c42A4Z7qPE.000,2c42A4Z7qPE,output/preprocessing/preprocessed_full/2c42A4Z7qPE.000.wav,2,2,5,0.6279766607738207,0.5981308411214954,0.5625,0.5274725274725275,0.7184466019417477,0.7333333333333333,val,test
2c42A4Z7qPE.001,2c42A4Z7qPE,output/preprocessing/preprocessed_full/2c42A4Z7qPE.001.wav,2,2,5,0.6442030729103136,0.663551401869159,0.6041666666666666,0.4945054945054945,0.6699029126213591,0.7888888888888888,test,test
2c42A4Z7qPE.002,2c42A4Z7qPE,output/preprocessing/preprocessed_full/2c42A4Z7qPE.002.wav,2,2,5,0.680476322314631,0.663551401869159,0.6666666666666667,0.6703296703296703,0.6796116504854369,0.7222222222222221,val,test
2q7ZwMoPvok.000,2q7ZwMoPvok,output/preprocessing/preprocessed_full/2q7ZwMoPvok.000.wav,2,2,3,0.20618025995770753,0.1682242990654205,0.1354166666666666,0.2747252747252747,0.174757281553398,0.2777777777777778,train,test
39o1zJFeM7E.000,39o1zJFeM7E,output/preprocessing/preprocessed_full/39o1zJFeM7E.000.wav,1,2,4,0.5509306138996048,0.4859813084112149,0.46875,0.5604395604395604,0.5728155339805825,0.6666666666666666,test,test
39o1zJFeM7E.001,39o1zJFeM7E,output/preprocessing/preprocessed_full/39o1zJFeM7E.001.wav,1,2,3,0.4927431179780104,0.5140186915887851,0.4895833333333333,0.3956043956043956,0.5533980582524272,0.5111111111111111,train,test
39o1zJFeM7E.002,39o1zJFeM7E,output/preprocessing/preprocessed_full/39o1zJFeM7E.002.wav,1,2,3,0.46594205102280595,0.4205607476635514,0.4583333333333333,0.4945054945054945,0.4563106796116505,0.5,train,test
39o1zJFeM7E.003,39o1zJFeM7E,output/preprocessing/preprocessed_full/39o1zJFeM7E.003.wav,1,2,3,0.7426082084773445,0.6822429906542057,0.7395833333333333,0.7032967032967032,0.6990291262135921,0.888888888888889,train,test
39o1zJFeM7E.004,39o1zJFeM7E,output/preprocessing/preprocessed_full/39o1zJFeM7E.004.wav,1,2,3,0.3819095417406596,0.4112149532710281,0.3645833333333333,0.4285714285714285,0.2718446601941747,0.4333333333333333,train,test
